VNN1,RNASE3,LILRA6,C3AR1,WFDC1,EMILIN2,OLAH,RAB31,FAM20A,ADAM9,PGLYRP1,VSIG4,TCN1,ANKRD22,TP53I3,ZDHHC19,DAAM2,ATP8B4,UBE2C,CCNA1,FOLR3,HK3,CEP55,SIGLEC5,NDUFAF1
1,0.844265251425662,0.632158551318005,0.836099483559701,0.754631965199608,0.817119318932466,0.834452147518099,0.838168580713477,0.889816588137863,0.904171889616575,0.859808095321431,0.859456497102728,0.854842855335273,0.919126405456821,0.899584763255574,0.84524759904172,0.88605516466891,0.882332213791503,0.857356992759982,0.889080052334367,0.873176553902457,0.853994447351792,0.858187831394476,0.798140794814636,0.906265235073488
0.844265251425662,1,0.626117014886829,0.771845472485218,0.784214298791112,0.825433927956237,0.79262987939081,0.820895422867507,0.855336391736701,0.857870683882596,0.893185665260565,0.811106957799933,0.903212829185742,0.837143672105573,0.843637125679422,0.849327788058891,0.822609182513017,0.891894772437537,0.876683546273213,0.833195230668846,0.83093949936257,0.862386847517482,0.841962536058131,0.681360797224046,0.867543368981778
0.632158551318005,0.626117014886829,1,0.800622123485902,0.47157723522251,0.585819225393815,0.565141610355742,0.732409730041471,0.528476966983955,0.655365673647802,0.574666634597354,0.479292445118147,0.724078039667465,0.657297700058794,0.73160970483003,0.694006055067136,0.619460039573319,0.556393567721549,0.59959188360639,0.565087314787816,0.556341456580254,0.699459814650485,0.441224412684418,0.838283138156819,0.644484157706928
0.836099483559701,0.771845472485218,0.800622123485902,1,0.640144656944214,0.738155443024845,0.746170125054441,0.825595641198147,0.764707986687531,0.830832495813592,0.713516916390565,0.748282432956945,0.797541109247369,0.826434850345856,0.864762758532369,0.783394023359795,0.819635838673367,0.750928448919566,0.740135908262716,0.774342010216669,0.734296402317892,0.775152230673404,0.687282824343254,0.863716960273743,0.814444420336601
0.754631965199608,0.784214298791112,0.47157723522251,0.640144656944214,1,0.714605262082094,0.77096612694701,0.757423232689046,0.790149132624311,0.777823053486588,0.768273806742378,0.8060645294921,0.746392585871012,0.750254219423266,0.761048877152014,0.756898494194939,0.786994115519222,0.785793103875283,0.809519473891809,0.818124316162254,0.750030733092341,0.732029766885195,0.812670416183213,0.583374193924458,0.753002072677795
0.817119318932466,0.825433927956237,0.585819225393815,0.738155443024845,0.714605262082094,1,0.787555201817049,0.75290773684895,0.876762396561916,0.859791773316316,0.850310422746309,0.782296225777912,0.808203309071523,0.831963578575371,0.793981024069447,0.906314108856792,0.807516813897972,0.910747611868185,0.765116103081141,0.814586245016953,0.886066171957826,0.880974030762568,0.820925173192807,0.610767033382249,0.903276308875103
0.834452147518099,0.79262987939081,0.565141610355742,0.746170125054441,0.77096612694701,0.787555201817049,1,0.774793350052066,0.82320611624226,0.847164084465173,0.804525022385677,0.825080763997931,0.789836853720989,0.842691345572239,0.819677856880905,0.842329163440772,0.914418330945774,0.830055719106695,0.781158802893858,0.854482268475178,0.805658138108084,0.809213386588503,0.778291404207218,0.6707599315643,0.820019612024828
0.838168580713477,0.820895422867507,0.732409730041471,0.825595641198147,0.757423232689046,0.75290773684895,0.774793350052066,1,0.856039263000602,0.898430580134166,0.774493633592787,0.813123874845319,0.817163814689424,0.817446860326868,0.918145828483468,0.792555040018112,0.858037985625857,0.807850303406932,0.873627323563342,0.847981874381536,0.772383726706783,0.762985724101178,0.785846996880758,0.844774149211956,0.853948671846197
0.889816588137863,0.855336391736701,0.528476966983955,0.764707986687531,0.790149132624311,0.876762396561916,0.82320611624226,0.856039263000602,1,0.911175385564031,0.867362671303911,0.901235591994621,0.807005313848104,0.857640090238599,0.863951606032206,0.846094185346864,0.892268067696942,0.918433874507384,0.878340460729116,0.907931756927315,0.884929563537975,0.813995206907794,0.91628205542064,0.702673448144293,0.889126756866458
0.904171889616575,0.857870683882596,0.655365673647802,0.830832495813592,0.777823053486588,0.859791773316316,0.847164084465173,0.898430580134166,0.911175385564031,1,0.843672203139099,0.854567143908506,0.858755893728645,0.894584543506693,0.91895124138802,0.866989111436338,0.888646481574341,0.905192765279434,0.843638418073715,0.892682399310627,0.862461645815174,0.837761182995707,0.866005334989507,0.772048122279549,0.9156811769459
0.859808095321431,0.893185665260565,0.574666634597354,0.713516916390565,0.768273806742378,0.850310422746309,0.804525022385677,0.774493633592787,0.867362671303911,0.843672203139099,1,0.824410558339982,0.900759709341945,0.867472797112725,0.802239210667312,0.877055806346226,0.818273390839539,0.911564927168395,0.87783197897375,0.858702051713672,0.885228847628371,0.909550670283055,0.846218939368863,0.639880852447848,0.870581827034796
0.859456497102728,0.811106957799933,0.479292445118147,0.748282432956945,0.8060645294921,0.782296225777912,0.825080763997931,0.813123874845319,0.901235591994621,0.854567143908506,0.824410558339982,1,0.74608591644335,0.817190495872809,0.813379910041344,0.774105162315308,0.893272241821459,0.839327423953856,0.859382545599084,0.874072407692836,0.839667560814876,0.748065429232153,0.846652668887864,0.672478038937173,0.82770780167268
0.854842855335273,0.903212829185742,0.724078039667465,0.797541109247369,0.746392585871012,0.808203309071523,0.789836853720989,0.817163814689424,0.807005313848104,0.858755893728645,0.900759709341945,0.74608591644335,1,0.886628125808761,0.875776209009789,0.883509199910598,0.811681506529532,0.878955145800406,0.842174607406916,0.837609651847125,0.811880082569487,0.903711832555423,0.803648514086115,0.733639616439376,0.876363246778734
0.919126405456821,0.837143672105573,0.657297700058794,0.826434850345856,0.750254219423266,0.831963578575371,0.842691345572239,0.817446860326868,0.857640090238599,0.894584543506693,0.867472797112725,0.817190495872809,0.886628125808761,1,0.880540860060847,0.878799274153986,0.86207412244656,0.888966516145523,0.842225758431292,0.902522309604335,0.849854519890502,0.895803124477171,0.854977596463273,0.749287198682089,0.912265135947952
0.899584763255574,0.843637125679422,0.73160970483003,0.864762758532369,0.761048877152014,0.793981024069447,0.819677856880905,0.918145828483468,0.863951606032206,0.91895124138802,0.802239210667312,0.813379910041344,0.875776209009789,0.880540860060847,1,0.838556944461349,0.89086209825381,0.855758902276974,0.826775441257329,0.865056674306501,0.808245009762222,0.815126417522503,0.822938871975179,0.866139304646293,0.888314757651785
0.84524759904172,0.849327788058891,0.694006055067136,0.783394023359795,0.756898494194939,0.906314108856792,0.842329163440772,0.792555040018112,0.846094185346864,0.866989111436338,0.877055806346226,0.774105162315308,0.883509199910598,0.878799274153986,0.838556944461349,1,0.845306635013656,0.895339736259014,0.816300841898821,0.862036972847453,0.86288651493066,0.918540849438307,0.800764054005568,0.693114464688565,0.890334065917783
0.88605516466891,0.822609182513017,0.619460039573319,0.819635838673367,0.786994115519222,0.807516813897972,0.914418330945774,0.858037985625857,0.892268067696942,0.888646481574341,0.818273390839539,0.893272241821459,0.811681506529532,0.86207412244656,0.89086209825381,0.845306635013656,1,0.864097029249223,0.840764858384352,0.896694161956376,0.835547584443833,0.79279548597432,0.82176183296757,0.777659225986515,0.850412535184957
0.882332213791503,0.891894772437537,0.556393567721549,0.750928448919566,0.785793103875283,0.910747611868185,0.830055719106695,0.807850303406932,0.918433874507384,0.905192765279434,0.911564927168395,0.839327423953856,0.878955145800406,0.888966516145523,0.855758902276974,0.895339736259014,0.864097029249223,1,0.854835877622235,0.883651900847614,0.905337765143033,0.88027771389934,0.904408789531645,0.658752884782794,0.912006993861849
0.857356992759982,0.876683546273213,0.59959188360639,0.740135908262716,0.809519473891809,0.765116103081141,0.781158802893858,0.873627323563342,0.878340460729116,0.843638418073715,0.87783197897375,0.859382545599084,0.842174607406916,0.842225758431292,0.826775441257329,0.816300841898821,0.840764858384352,0.854835877622235,1,0.896540800790831,0.835158572036051,0.811522482956497,0.869566699141696,0.713482711412706,0.855475993791466
0.889080052334367,0.833195230668846,0.565087314787816,0.774342010216669,0.818124316162254,0.814586245016953,0.854482268475178,0.847981874381536,0.907931756927315,0.892682399310627,0.858702051713672,0.874072407692836,0.837609651847125,0.902522309604335,0.865056674306501,0.862036972847453,0.896694161956376,0.883651900847614,0.896540800790831,1,0.852482986396023,0.820131029603019,0.890478007384409,0.711082910813973,0.876422440686326
0.873176553902457,0.83093949936257,0.556341456580254,0.734296402317892,0.750030733092341,0.886066171957826,0.805658138108084,0.772383726706783,0.884929563537975,0.862461645815174,0.885228847628371,0.839667560814876,0.811880082569487,0.849854519890502,0.808245009762222,0.86288651493066,0.835547584443833,0.905337765143033,0.835158572036051,0.852482986396023,1,0.852717178446521,0.84714000602067,0.65812956155878,0.879381360727935
0.853994447351792,0.862386847517482,0.699459814650485,0.775152230673404,0.732029766885195,0.880974030762568,0.809213386588503,0.762985724101178,0.813995206907794,0.837761182995707,0.909550670283055,0.748065429232153,0.903711832555423,0.895803124477171,0.815126417522503,0.918540849438307,0.79279548597432,0.88027771389934,0.811522482956497,0.820131029603019,0.852717178446521,1,0.776193636628066,0.667604244251847,0.897649650112419
0.858187831394476,0.841962536058131,0.441224412684418,0.687282824343254,0.812670416183213,0.820925173192807,0.778291404207218,0.785846996880758,0.91628205542064,0.866005334989507,0.846218939368863,0.846652668887864,0.803648514086115,0.854977596463273,0.822938871975179,0.800764054005568,0.82176183296757,0.904408789531645,0.869566699141696,0.890478007384409,0.84714000602067,0.776193636628066,1,0.619819575721943,0.864722433753851
0.798140794814636,0.681360797224046,0.838283138156819,0.863716960273743,0.583374193924458,0.610767033382249,0.6707599315643,0.844774149211956,0.702673448144293,0.772048122279549,0.639880852447848,0.672478038937173,0.733639616439376,0.749287198682089,0.866139304646293,0.693114464688565,0.777659225986515,0.658752884782794,0.713482711412706,0.711082910813973,0.65812956155878,0.667604244251847,0.619819575721943,1,0.724826886572537
0.906265235073488,0.867543368981778,0.644484157706928,0.814444420336601,0.753002072677795,0.903276308875103,0.820019612024828,0.853948671846197,0.889126756866458,0.9156811769459,0.870581827034796,0.82770780167268,0.876363246778734,0.912265135947952,0.888314757651785,0.890334065917783,0.850412535184957,0.912006993861849,0.855475993791466,0.876422440686326,0.879381360727935,0.897649650112419,0.864722433753851,0.724826886572537,1
